ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,462.48,0.01
2,468.09,0.0
3,469.88,0.0
4,464.89,0.0
5,469.82,0.0
6,466.74,0.0
7,468.65,0.0
8,468.18,0.0
9,477.54,0.0
TOTAL,4243.18,0.01
