metodo;balanced_accuracy_mean;balanced_accuracy_std;f1score_mean;f1score_std;accuracy_mean;accuracy_std;auc_mean;auc_std;kappa_mean;kappa_std;minima_sensibilidad_mean;minima_sensibilidad_std;seed_16_balanced_accuracy;seed_16_f1score;seed_16_accuracy;seed_16_auc;seed_16_kappa;seed_16_minima_sensibilidad;seed_999_balanced_accuracy;seed_999_f1score;seed_999_accuracy;seed_999_auc;seed_999_kappa;seed_999_minima_sensibilidad;seed_1935_balanced_accuracy;seed_1935_f1score;seed_1935_accuracy;seed_1935_auc;seed_1935_kappa;seed_1935_minima_sensibilidad
fedavg;0.996412;0.001446;0.996401;0.001458;0.996357;0.001467;0.999902;5.5e-05;0.995627;0.001761;0.980714;0.008873;0.99759;0.997588;0.997553;0.999896;0.997063;0.987464;0.994376;0.994348;0.994291;0.999838;0.993147;0.968177;0.997269;0.997266;0.997227;0.999972;0.996672;0.9865
fedprox;0.997257;0.001183;0.997261;0.001176;0.997227;0.001184;0.99995;3.9e-05;0.996672;0.001421;0.986821;0.006413;0.998394;0.998394;0.998369;0.999972;0.998042;0.992285;0.995625;0.995641;0.995596;0.999895;0.994714;0.977821;0.997752;0.99775;0.997717;0.999984;0.997259;0.990357
fedewa;0.865323;0.124021;0.890826;0.089981;0.868374;0.120271;0.989066;0.014159;0.841707;0.144735;0.509456;0.403388;0.699356;0.777344;0.707878;0.969069;0.648514;0.0;0.997429;0.997428;0.99739;0.999965;0.996867;0.9865;0.899185;0.897706;0.899853;0.998164;0.879739;0.541867
fedag;0.443855;0.392004;0.52532;0.3344;0.445278;0.390979;0.667852;0.234851;0.332615;0.470389;0.33044;0.467313;0.998233;0.998233;0.998206;0.999982;0.997846;0.991321;0.166667;0.288864;0.168814;0.501787;0.0;0.0;0.166667;0.288864;0.168814;0.501787;0.0;0.0
mh_random_search;0.989039;0.010658;0.988743;0.011079;0.988854;0.010837;0.999939;1.6e-05;0.986623;0.013006;0.942894;0.065165;0.995509;0.995516;0.995433;0.999947;0.994518;0.985563;0.997593;0.997593;0.997553;0.999953;0.997063;0.9923;0.974014;0.973121;0.973577;0.999916;0.968288;0.850818
mh_de;0.996354;0.001257;0.996356;0.001257;0.996303;0.00128;0.999909;8e-05;0.995562;0.001536;0.984583;0.003595;0.996608;0.996614;0.996575;0.99993;0.995888;0.983607;0.994704;0.994704;0.994618;0.999802;0.993539;0.980751;0.997751;0.997751;0.997717;0.999994;0.997259;0.989392
mh_ga;0.996842;0.001319;0.99684;0.001321;0.996792;0.001341;0.999967;0.0;0.99615;0.001609;0.987785;0.004746;0.998554;0.998554;0.998532;0.999967;0.998238;0.99325;0.996629;0.996626;0.996575;0.999967;0.995888;0.988428;0.995344;0.995339;0.99527;0.999967;0.994322;0.981678
mh_pso;0.997667;0.000565;0.997682;0.000547;0.997662;0.000538;0.999961;2.8e-05;0.997194;0.000646;0.990035;0.002405;0.997017;0.997064;0.997064;0.999965;0.996476;0.989392;0.99759;0.997588;0.997553;0.999925;0.997063;0.987464;0.998394;0.998394;0.998369;0.999994;0.998042;0.99325
mh_cro;0.996519;0.001742;0.996505;0.001761;0.996466;0.001768;0.999929;4.8e-05;0.995758;0.002123;0.981356;0.010001;0.997751;0.997749;0.997717;0.999945;0.997259;0.988428;0.997751;0.99775;0.997717;0.999979;0.997259;0.988428;0.994055;0.994015;0.993965;0.999864;0.992756;0.967213
