ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,77.72,0.01
2,79.28,0.0
3,79.96,0.0
4,78.29,0.0
5,79.79,0.0
6,80.05,0.0
7,78.8,0.0
8,79.33,0.0
9,79.98,0.0
TOTAL,753.48,0.01
