ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,97.13,19.12
2,93.66,13.84
3,95.58,17.88
4,96.44,18.22
5,91.16,12.87
6,94.1,16.64
7,93.78,15.54
8,89.74,12.61
9,92.65,14.67
10,91.44,12.54
TOTAL,970.08,153.93
