ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,85.2,11.31
2,84.8,11.28
3,88.66,15.33
4,90.29,16.16
5,85.68,11.14
6,89.22,16.24
7,87.75,13.98
TOTAL,651.57,95.44
