ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,106.22,27.59
2,104.34,26.32
3,111.68,32.9
4,104.74,26.64
5,109.01,30.96
6,106.27,26.52
TOTAL,676.27,170.93
