ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,88.66,31.81
2,81.99,31.87
3,68.34,32.03
4,79.52,31.85
5,89.15,31.87
6,91.11,31.93
7,81.79,31.86
8,91.54,31.91
9,93.2,31.96
10,83.38,31.91
11,78.69,31.78
12,68.62,31.78
TOTAL,1021.71,382.56
