ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,52.1,11.49
2,50.91,12.06
3,57.7,11.66
4,65.48,12.08
5,58.07,11.74
6,67.11,11.92
7,53.71,12.11
8,63.73,12.07
9,63.77,12.26
10,54.41,11.95
11,60.01,11.82
12,53.9,11.92
TOTAL,726.95,143.08
