ronda,hospital,train_loss,train_acc,val_loss,val_acc,train_samples,val_samples,test_samples
1,Hospital_1,0.7457649878093174,0.6365883807169345,1.4962971806526184,0.3081761006289308,809,159,113
1,Hospital_2,0.22625278342853894,0.973644578313253,1.1305920084317524,0.7824427480916031,1328,262,184
1,Hospital_3,NA,NA,1.5231887698173523,0.28169014084507044,NA,213,149
1,Hospital_4,0.8012915253639221,0.6940509915014165,1.5572010278701782,0.3188405797101449,353,69,52
1,Hospital_5,NA,NA,1.7724953889846802,0.07142857142857142,NA,168,117
2,Hospital_1,NA,NA,0.9581459164619446,0.7232704402515723,NA,159,113
2,Hospital_2,0.11698555810884996,0.9774096385542169,0.5631594359874725,0.8473282442748091,1328,262,184
2,Hospital_3,0.10411312058568001,0.9748837209302326,0.9247921705245972,0.7089201877934272,1075,213,149
2,Hospital_4,0.4000346163908641,0.9206798866855525,1.0896568298339844,0.5942028985507246,353,69,52
2,Hospital_5,NA,NA,1.4243431687355042,0.2857142857142857,NA,168,117
3,Hospital_1,0.14588037026779993,0.9616810877626699,0.6662275195121765,0.9308176100628931,809,159,113
3,Hospital_2,0.09083990651098164,0.9796686746987951,0.2819785426060359,0.9770992366412213,1328,262,184
3,Hospital_3,NA,NA,0.6610046029090881,0.9342723004694836,NA,213,149
3,Hospital_4,NA,NA,0.7435768842697144,0.855072463768116,NA,69,52
3,Hospital_5,0.2502730403627668,0.9185360094451004,0.8064541816711426,0.9345238095238095,847,168,117
4,Hospital_1,0.15103675425052643,0.9542645241038319,0.17533384263515472,0.9748427672955975,809,159,113
4,Hospital_2,NA,NA,0.5720991293589274,0.7404580152671756,NA,262,184
4,Hospital_3,0.060150012373924255,0.986046511627907,0.13148846477270126,0.9953051643192489,1075,213,149
4,Hospital_4,NA,NA,0.28343063592910767,0.8985507246376812,NA,69,52
4,Hospital_5,0.1774269129548754,0.9574970484061394,0.45198456943035126,0.8095238095238095,847,168,117
5,Hospital_1,0.07697197901351112,0.9641532756489494,0.08599019050598145,0.9748427672955975,809,159,113
5,Hospital_2,NA,NA,0.7775804499785105,0.7290076335877863,NA,262,184
5,Hospital_3,0.03867175295535061,0.987906976744186,0.056118469685316086,0.9953051643192489,1075,213,149
5,Hospital_4,0.06838834161559741,0.9943342776203966,0.18797658383846283,0.8985507246376812,353,69,52
5,Hospital_5,NA,NA,0.4895385056734085,0.8035714285714286,NA,168,117
6,Hospital_1,0.07215451768466405,0.965389369592089,0.10803740844130516,0.9874213836477987,809,159,113
6,Hospital_2,0.06134608472612771,0.9826807228915663,0.3638819654782613,0.9007633587786259,1328,262,184
6,Hospital_3,NA,NA,0.10181190818548203,0.9953051643192489,NA,213,149
6,Hospital_4,0.7761494119962057,0.773371104815864,0.18338994681835175,0.9420289855072463,353,69,52
6,Hospital_5,NA,NA,0.3436944782733917,0.9226190476190477,NA,168,117
