ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,137.33,77.13
2,134.92,77.54
3,136.63,76.44
4,139.55,77.57
5,132.92,77.1
6,147.78,77.71
7,140.87,78.37
8,137.59,77.47
9,134.24,77.2
10,135.33,77.86
11,129.75,78.15
12,135.04,77.81
13,139.35,76.94
TOTAL,1815.42,1007.29
