ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,6.86,0.0
2,4.14,0.0
3,5.07,0.0
4,6.52,0.0
5,5.53,0.0
6,6.54,0.0
7,5.07,0.0
8,6.53,0.0
9,5.51,0.0
10,6.0,0.0
TOTAL,60.5,0.0
