ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,14.05,0.02
2,15.12,0.0
3,13.27,0.01
4,16.85,0.01
5,18.14,0.0
6,13.1,0.0
7,16.22,0.0
8,17.02,0.0
9,16.24,0.0
10,20.02,0.0
11,16.62,0.0
12,16.75,0.0
13,12.67,0.0
TOTAL,249.21,0.04
