ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,79.39,1.03
2,79.84,1.46
3,79.02,1.0
4,79.39,0.99
5,80.41,1.43
6,79.25,1.02
7,79.25,1.01
TOTAL,609.8,7.94
