ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,89.59,15.55
2,88.35,13.71
3,84.65,11.15
4,85.08,11.18
5,90.08,15.96
6,88.22,15.04
7,91.47,17.36
8,85.84,11.21
TOTAL,738.51,111.16
