ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,79.03,0.01
2,79.77,0.01
3,78.86,0.0
4,79.24,0.0
5,80.44,0.0
6,79.38,0.0
7,80.31,0.0
8,80.48,0.0
TOTAL,673.81,0.02
