ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,74.54,0.01
2,85.29,0.0
3,76.44,0.0
4,75.12,0.01
5,80.49,0.0
6,75.88,0.01
7,74.95,0.0
8,75.27,0.0
TOTAL,670.13,0.03
