ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,23.0,16.43
2,18.98,12.04
3,18.7,12.61
4,14.24,10.34
5,19.61,13.11
6,17.96,11.85
7,14.63,10.86
8,16.81,10.61
9,16.65,11.57
10,21.16,14.0
11,16.03,12.12
12,21.08,15.49
13,18.02,12.94
14,17.61,11.66
15,21.71,14.43
16,16.43,11.4
17,18.53,11.07
18,15.14,10.1
19,16.16,10.13
20,16.2,10.22
21,15.33,10.54
22,19.49,14.61
23,16.3,10.5
24,15.2,10.36
TOTAL,428.53,288.99
