ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,29.14,2.63
2,28.56,2.65
3,28.26,2.67
4,28.43,2.73
5,28.41,2.67
6,28.94,2.73
7,28.85,2.69
8,28.71,2.65
9,28.94,2.73
10,28.74,2.65
11,28.68,2.69
12,30.09,3.61
13,30.43,3.64
14,30.2,3.58
TOTAL,440.88,40.32
