ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,51.58,0.01
2,51.68,0.0
3,51.51,0.0
4,51.83,0.0
5,51.83,0.01
6,51.88,0.0
7,51.83,0.0
8,51.23,0.0
9,52.3,0.0
TOTAL,492.12,0.02
