ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,277.02,0.0
2,281.56,0.0
3,274.05,0.01
4,282.98,0.0
5,282.57,0.0
6,279.81,0.0
7,282.26,0.0
8,274.2,0.0
9,273.57,0.0
10,283.22,0.0
11,281.23,0.01
TOTAL,3109.09,0.02
