ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,96.86,17.89
2,90.91,12.51
3,92.34,13.21
4,93.61,14.02
5,93.7,16.04
6,96.28,17.2
7,91.11,12.66
8,91.86,12.72
9,95.46,16.02
TOTAL,885.55,132.27
