ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,132.55,105.11
2,132.74,105.58
3,132.43,105.41
4,132.85,106.01
5,132.32,105.38
6,132.66,105.39
7,132.33,105.32
8,132.41,105.36
9,132.19,105.12
10,132.78,105.79
TOTAL,1358.97,1054.47
