ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,1.93,0.01
2,1.32,0.0
3,1.6,0.0
4,1.9,0.0
5,1.74,0.0
6,1.32,0.0
7,1.88,0.0
8,1.84,0.0
9,1.78,0.0
10,1.28,0.0
11,1.83,0.0
12,1.44,0.0
13,1.36,0.0
14,1.61,0.0
15,1.62,0.0
16,1.63,0.0
17,1.46,0.0
18,1.94,0.0
19,1.27,0.0
TOTAL,33.71,0.01
