ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,26.5,0.03
2,25.41,0.01
3,25.73,0.01
4,25.66,0.01
5,25.52,0.01
6,25.59,0.01
7,25.77,0.01
8,25.73,0.01
9,25.68,0.01
10,25.57,0.01
11,25.88,0.01
12,25.74,0.02
TOTAL,354.66,0.15
