ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,107.92,29.17
2,114.34,36.65
3,107.17,28.01
4,111.51,33.63
5,110.2,31.41
6,112.53,35.38
7,106.35,27.87
8,104.47,26.38
TOTAL,914.75,248.5
