ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,66.65,3.55
2,62.12,3.77
3,66.49,4.1
4,68.83,3.61
5,69.9,3.56
6,59.92,3.52
7,64.57,3.44
8,62.22,3.46
9,58.28,3.66
10,72.96,3.9
11,69.48,3.73
12,74.75,3.52
13,61.9,3.58
14,65.96,3.55
15,73.28,3.43
16,64.48,3.47
17,64.75,3.39
18,60.57,3.85
19,67.05,3.57
20,74.2,3.46
21,71.22,3.45
22,68.43,3.58
23,67.17,3.32
TOTAL,1573.71,82.47
