ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,77.71,50.22
2,77.28,50.33
3,76.17,48.82
4,75.06,47.86
5,76.52,49.49
6,76.92,49.57
7,76.1,48.52
8,76.22,49.07
9,77.93,50.31
10,76.28,49.41
11,76.15,48.7
12,76.51,49.39
13,78.28,50.83
14,79.05,51.6
TOTAL,1109.74,694.12
