ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,74.38,0.01
2,74.08,0.0
3,74.45,0.01
4,74.48,0.0
5,74.07,0.0
6,74.26,0.0
TOTAL,486.56,0.02
