ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,28.12,2.6
2,27.87,2.54
3,27.76,2.55
4,27.91,2.61
5,27.99,2.53
6,28.13,2.51
7,27.95,2.51
8,28.03,2.51
9,28.09,2.52
10,27.93,2.53
11,28.12,2.53
12,28.0,2.52
13,28.02,2.52
14,28.15,2.54
TOTAL,418.18,35.52
