metodo;balanced_accuracy_mean;balanced_accuracy_std;f1score_mean;f1score_std;accuracy_mean;accuracy_std;auc_mean;auc_std;kappa_mean;kappa_std;minima_sensibilidad_mean;minima_sensibilidad_std;seed_16_balanced_accuracy;seed_16_f1score;seed_16_accuracy;seed_16_auc;seed_16_kappa;seed_16_minima_sensibilidad;seed_999_balanced_accuracy;seed_999_f1score;seed_999_accuracy;seed_999_auc;seed_999_kappa;seed_999_minima_sensibilidad;seed_1935_balanced_accuracy;seed_1935_f1score;seed_1935_accuracy;seed_1935_auc;seed_1935_kappa;seed_1935_minima_sensibilidad
fedavg;0.967506;0.011575;0.966638;0.012099;0.967024;0.011714;0.998845;0.000765;0.96042;0.014063;0.846535;0.081778;0.965677;0.965476;0.965124;0.997766;0.958138;0.870297;0.982508;0.982003;0.982227;0.999332;0.97867;0.932673;0.954334;0.952434;0.953722;0.999439;0.944451;0.736634
fedprox;0.881026;0.163712;0.861671;0.191059;0.879164;0.166273;0.992904;0.009985;0.855068;0.199425;0.681518;0.428799;0.998845;0.998845;0.998826;0.999995;0.998591;0.99604;0.649514;0.591484;0.644031;0.978783;0.573054;0.075248;0.994719;0.994685;0.994634;0.999934;0.99356;0.973267
fedewa;0.444004;0.392215;0.525991;0.334241;0.445786;0.39094;0.666495;0.235814;0.332797;0.470646;0.331353;0.468604;0.99868;0.998679;0.998659;0.999987;0.99839;0.994059;0.166667;0.289647;0.169349;0.499749;0.0;0.0;0.166667;0.289647;0.169349;0.499749;0.0;0.0
fedag;0.695274;0.373782;0.736992;0.316321;0.69763;0.373552;0.833057;0.235685;0.636059;0.449763;0.548869;0.389876;0.959471;0.960602;0.960932;0.999667;0.953088;0.868709;0.166667;0.289647;0.169349;0.499749;0.0;0.0;0.959683;0.960727;0.962609;0.999757;0.95509;0.777899
mh_random_search;0.721012;0.391982;0.762005;0.334008;0.721887;0.390703;0.833221;0.2358;0.665191;0.470361;0.661386;0.467682;0.998845;0.998845;0.998826;0.999986;0.998591;0.99604;0.166667;0.289647;0.169349;0.499749;0.0;0.0;0.997525;0.997523;0.997485;0.999928;0.996981;0.988119
mh_de;0.440209;0.386847;0.522075;0.328703;0.441929;0.385486;0.66644;0.235737;0.328168;0.4641;0.311221;0.440133;0.166667;0.289647;0.169349;0.499749;0.0;0.0;0.987294;0.986932;0.987089;0.999822;0.984505;0.933663;0.166667;0.289647;0.169349;0.499749;0.0;0.0
mh_ga;0.717382;0.38945;0.758316;0.331442;0.718198;0.388131;0.833164;0.23576;0.660763;0.467274;0.651155;0.460734;0.986304;0.986127;0.986083;0.999755;0.983296;0.956436;0.999175;0.999175;0.999162;0.999988;0.998994;0.99703;0.166667;0.289647;0.169349;0.499749;0.0;0.0
mh_pso;0.99692;0.002063;0.996908;0.002079;0.99687;0.002096;0.999959;3.5e-05;0.996243;0.002516;0.984818;0.013168;0.994059;0.994025;0.993964;0.999911;0.992755;0.966337;0.998845;0.998845;0.998826;0.999985;0.998591;0.99604;0.997855;0.997855;0.99782;0.999983;0.997384;0.992079
mh_cro;0.99769;0.0007;0.997687;0.000703;0.997653;0.000711;0.999965;2.3e-05;0.997182;0.000854;0.989439;0.003734;0.998185;0.998183;0.998156;0.999972;0.997786;0.992079;0.998185;0.998184;0.998156;0.999988;0.997786;0.992079;0.9967;0.996693;0.996647;0.999934;0.995975;0.984158
