ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,74.76,0.01
2,70.26,0.0
3,61.1,0.01
4,66.57,0.01
5,76.49,0.01
6,71.0,0.01
7,58.82,0.01
8,65.9,0.01
9,80.52,0.01
10,83.26,0.01
11,65.76,0.01
TOTAL,816.01,0.1
