ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,136.83,82.0
2,133.97,75.96
3,134.03,77.12
4,136.58,76.27
5,138.32,76.06
6,134.32,77.25
7,135.09,76.16
8,138.26,76.92
9,130.7,76.17
10,132.39,76.79
11,137.8,76.09
12,132.84,76.2
13,137.99,76.18
14,142.5,75.64
15,135.65,76.09
TOTAL,2068.27,1150.9
