ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,81.89,7.51
2,79.62,5.33
3,81.53,7.91
4,80.32,6.47
5,79.67,5.7
6,80.76,7.43
7,81.37,7.25
TOTAL,607.51,47.6
