ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,63.46,0.0
2,61.05,0.0
3,51.68,0.0
4,58.69,0.0
5,52.44,0.0
6,47.31,0.0
7,43.34,0.0
8,52.67,0.0
9,49.1,0.0
10,52.94,0.0
11,44.42,0.0
TOTAL,604.5,0.0
