ronda,hospital,local_epoch,train_loss,train_acc
1,Hospital_1,1,1.3275626129225682,0.5576883526427641
1,Hospital_1,2,0.6380255415774229,0.843490779461164
1,Hospital_1,3,0.40685718493503437,0.9526976074586961
1,Hospital_1,4,0.26762071487150696,0.9620209775827792
1,Hospital_1,5,0.18892028078175427,0.9687392884074861
1,Hospital_5,1,1.6931916764288237,0.6147423664122137
1,Hospital_5,2,1.3600906910318318,0.8907442748091603
1,Hospital_5,3,0.7457746488578392,0.8907442748091603
1,Hospital_5,4,0.4692975869684508,0.8907442748091603
1,Hospital_5,5,0.41373806740298413,0.8907442748091603
1,Hospital_3,1,1.7186624606450398,0.9478260869565217
1,Hospital_3,2,1.683581034342448,0.991304347826087
1,Hospital_3,3,1.6494971911112468,0.991304347826087
1,Hospital_3,4,1.6162691116333008,0.991304347826087
1,Hospital_3,5,1.5830499331156414,0.991304347826087
1,Hospital_2,1,1.5937713372210662,0.6339409793182376
1,Hospital_2,2,0.9357873604943355,0.5924957083299273
1,Hospital_2,3,0.45937035884708166,0.9955039646856862
1,Hospital_2,4,0.21706618182361126,0.9961579334586773
1,Hospital_2,5,0.12036779786770542,0.9961579334586773
1,Hospital_4,1,1.212132702855503,0.7965337954939341
1,Hospital_4,2,0.4015880516346763,0.8567302137492778
1,Hospital_4,3,0.2728644657660933,0.8567302137492778
1,Hospital_4,4,0.21377353424973347,0.8938186019641825
1,Hospital_4,5,0.16941124321345022,0.9797804737146159
2,Hospital_2,1,0.5267351514970263,0.995667456878934
2,Hospital_2,2,0.1667692409052203,0.9961579334586773
2,Hospital_2,3,0.09434199406920622,0.9961579334586773
2,Hospital_2,4,0.06884182108721386,0.9961579334586773
2,Hospital_2,5,0.05694384434415648,0.9961579334586773
2,Hospital_5,1,0.9205492802641608,0.7949666030534351
2,Hospital_5,2,0.4238734516230496,0.8907442748091603
2,Hospital_5,3,0.3611980906941674,0.8907442748091603
2,Hospital_5,4,0.324220789427107,0.8907442748091603
2,Hospital_5,5,0.2952787871613647,0.8907442748091603
2,Hospital_3,1,1.3147927125295003,0.663768115942029
2,Hospital_3,2,0.8184606234232584,0.991304347826087
2,Hospital_3,3,0.5380503336588541,0.991304347826087
2,Hospital_3,4,0.37810243169466656,0.991304347826087
2,Hospital_3,5,0.28590386112531024,0.991304347826087
2,Hospital_1,1,0.48458978795168695,0.9476931514362104
2,Hospital_1,2,0.22915434105354443,0.9668883252210873
2,Hospital_1,3,0.16107942235835812,0.9707273599780627
2,Hospital_1,4,0.13115871664986276,0.9734009734695277
2,Hospital_1,5,0.11492701822467018,0.9752519366559265
2,Hospital_4,1,0.3733308732728748,0.9374927787406123
2,Hospital_4,2,0.12296028128441643,0.9838243789716926
2,Hospital_4,3,0.0909665371017421,0.9835932986712883
2,Hospital_4,4,0.07689628059811451,0.9835932986712883
2,Hospital_4,5,0.06883642904679566,0.9835932986712883
3,Hospital_5,1,0.6321533864194696,0.8077290076335878
3,Hospital_5,2,0.3416408458442399,0.8907442748091603
3,Hospital_5,3,0.29379792263110477,0.8907442748091603
3,Hospital_5,4,0.25799882028139,0.8907442748091603
3,Hospital_5,5,0.22648668334339606,0.8911020992366412
3,Hospital_4,1,0.19159093269092195,0.9585210860774119
3,Hospital_4,2,0.07095268239979358,0.9837088388214905
3,Hospital_4,3,0.06013657429310329,0.9835932986712883
3,Hospital_4,4,0.054061055895598495,0.9835932986712883
3,Hospital_4,5,0.05005669763640446,0.9837088388214905
3,Hospital_1,1,0.26857769659213854,0.9676424213340645
3,Hospital_1,2,0.1464575456553384,0.9736751902378831
3,Hospital_1,3,0.11960042143861453,0.9749777198875711
3,Hospital_1,4,0.10536914240372808,0.9771028998423253
3,Hospital_1,5,0.09680412722784176,0.9783368752999246
3,Hospital_3,1,0.8210534056027731,0.8231884057971014
3,Hospital_3,2,0.3347066442171733,0.991304347826087
3,Hospital_3,3,0.19685435791810355,0.991304347826087
3,Hospital_3,4,0.1420344114303589,0.991304347826087
3,Hospital_3,5,0.11195676773786545,0.991304347826087
3,Hospital_2,1,0.23294028919190168,0.9961579334586773
3,Hospital_2,2,0.08945791442723323,0.9961579334586773
3,Hospital_2,3,0.06364642541545133,0.9961579334586773
3,Hospital_2,4,0.05263782193651423,0.9961579334586773
3,Hospital_2,5,0.04614482936449349,0.9961579334586773
4,Hospital_2,1,0.13866772110729167,0.9961579334586773
4,Hospital_2,2,0.06263615334561716,0.9961579334586773
4,Hospital_2,3,0.04876520643786838,0.9961579334586773
4,Hospital_2,4,0.04188814378964404,0.9961579334586773
4,Hospital_2,5,0.0375514731858857,0.9961579334586773
4,Hospital_5,1,0.49947969367106754,0.8313454198473282
4,Hospital_5,2,0.2830682478167794,0.8907442748091603
4,Hospital_5,3,0.23649241255991388,0.8911020992366412
4,Hospital_5,4,0.19970016994259573,0.9007633587786259
4,Hospital_5,5,0.168712208103953,0.926168893129771
4,Hospital_3,1,0.5634891986846924,0.8927536231884058
4,Hospital_3,2,0.20050567388534546,0.991304347826087
4,Hospital_3,3,0.12027803560098012,0.991304347826087
4,Hospital_3,4,0.0893109788497289,0.991304347826087
4,Hospital_3,5,0.07313608999053638,0.991304347826087
4,Hospital_1,1,0.18385349390538117,0.9708644683622404
4,Hospital_1,2,0.11351740079229339,0.9768972372660588
4,Hospital_1,3,0.09876658221739426,0.9788853088366354
4,Hospital_1,4,0.09087060718682774,0.9793651881812573
4,Hospital_1,5,0.0847290676381243,0.9803935010625899
4,Hospital_4,1,0.12629335146287785,0.9703061813980358
4,Hospital_4,2,0.05147757789339213,0.9849797804737146
4,Hospital_4,3,0.04601343263707617,0.9848642403235124
4,Hospital_4,4,0.042312621275949126,0.9864818024263432
4,Hospital_4,5,0.03992179778459318,0.9876372039283651
5,Hospital_5,1,0.39998284591869876,0.8522185114503816
5,Hospital_5,2,0.23233893784609708,0.8926526717557252
5,Hospital_5,3,0.18694272953452487,0.9135257633587787
5,Hospital_5,4,0.15305256448460347,0.944895038167939
5,Hospital_5,5,0.12593257517525644,0.9648139312977099
5,Hospital_4,1,0.09166249534224763,0.9785095320623917
5,Hospital_4,2,0.04173895828973721,0.9878682842287695
5,Hospital_4,3,0.03767952896818957,0.9884459849797804
5,Hospital_4,4,0.035621866761871124,0.9892547660311959
5,Hospital_4,5,0.033967914669226634,0.9896013864818024
5,Hospital_1,1,0.14532932599908427,0.971892781243573
5,Hospital_1,2,0.09553063700073644,0.9788167546445465
5,Hospital_1,3,0.08585367109953311,0.9811475971755673
5,Hospital_1,4,0.07960371058761027,0.9821759100569
5,Hospital_1,5,0.07496001221762415,0.9822444642489888
