ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,115.85,0.01
2,115.93,0.0
3,115.78,0.0
4,116.17,0.0
5,117.43,0.0
6,109.38,0.0
7,86.49,0.01
8,85.64,0.01
TOTAL,902.43,0.03
