ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,82.12,25.3
2,86.03,25.6
3,53.21,25.52
4,78.16,25.53
5,84.07,25.25
6,72.95,25.51
7,75.02,25.57
8,83.19,25.54
9,71.47,25.33
TOTAL,712.17,229.15
