ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,73.98,0.48
2,74.77,0.6
3,75.08,0.59
4,75.07,0.45
5,74.13,0.59
6,75.36,0.65
7,75.82,0.61
TOTAL,558.69,3.97
