ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,73.66,0.01
2,74.81,0.0
3,74.88,0.0
4,75.0,0.0
5,75.0,0.0
6,74.82,0.0
7,74.74,0.0
TOTAL,567.94,0.01
